"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Central Saanich, British Columbia, municipal [59001]","2021A002559001","Crime severity index","Index","160","units","0","v66457782","2.1","44.83","","","","2"
"2020","Central Saanich, British Columbia, municipal [59001]","2021A002559001","Crime severity index","Index","160","units","0","v66457782","2.1","30.79","","","","2"
"2021","Central Saanich, British Columbia, municipal [59001]","2021A002559001","Crime severity index","Index","160","units","0","v66457782","2.1","31.88","","","","2"
"2022","Central Saanich, British Columbia, municipal [59001]","2021A002559001","Crime severity index","Index","160","units","0","v66457782","2.1","26.39","","","","2"
"2001","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","172.79","","","","2"
"2002","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","227.16","","","","2"
"2003","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","223.29","","","","2"
"2004","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","229.24","","","","2"
"2005","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","181.02","","","","2"
"2006","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","221.00","","","","2"
"2007","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","215.77","","","","2"
"2008","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","172.76","","","","2"
"2009","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","165.71","","","","2"
"2010","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","143.52","","","","2"
"2011","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","113.02","","","","2"
"2012","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","119.49","","","","2"
"2013","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","147.04","","","","2"
"2014","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","131.05","","","","2"
"2015","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","139.44","","","","2"
"2016","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","125.00","","","","2"
"2017","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","86.39","","","","2"
"2018","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","144.21","","","","2"
"2019","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","88.01","","","","2"
"2020","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","121.77","","","","2"
"2021","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","131.01","","","","2"
"2022","Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal [59002]","2021A002559002","Crime severity index","Index","160","units","0","v66457794","3.1","135.39","","","","2"
"2001","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","0.00","","","","2"
"2002","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","0.00","","","","2"
"2003","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","0.00","","","","2"
"2004","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","0.00","","","","2"
"2005","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","0.00","","","","2"
"2006","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2007","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2008","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2009","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2010","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2011","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2012","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2013","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2014","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2015","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2016","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2017","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2018","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2019","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2020","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2021","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2022","Ladysmith, British Columbia, municipal [59003]","2021A002559003","Crime severity index","Index","160","units","0","v66457806","4.1","","..","","","2"
"2001","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","92.85","","","","2"
"2002","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","85.97","","","","2"
"2003","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","88.76","","","","2"
"2004","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","78.70","","","","2"
"2005","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","84.79","","","","2"
"2006","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","84.96","","","","2"
"2007","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","78.36","","","","2"
"2008","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","78.15","","","","2"
"2009","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","80.48","","","","2"
"2010","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","71.60","","","","2"
"2011","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","65.14","","","","2"
"2012","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","63.89","","","","2"
"2013","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","57.66","","","","2"
"2014","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","58.29","","","","2"
"2015","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","55.11","","","","2"
"2016","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","54.88","","","","2"
"2017","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","52.40","","","","2"
"2018","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","52.76","","","","2"
"2019","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","64.54","","","","2"
"2020","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","56.92","","","","2"
"2021","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","60.03","","","","2"
"2022","Delta, British Columbia, municipal [59004]","2021A002559004","Crime severity index","Index","160","units","0","v66457818","5.1","59.98","","","","2"
"2001","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","134.66","","","","2"
"2002","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","130.45","","","","2"
"2003","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","0.00","","","","2"
"2004","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","0.00","","","","2"
"2005","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","0.00","","","","2"
"2006","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2007","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2008","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2009","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2010","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2011","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2012","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2013","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2014","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2015","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2016","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2017","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2018","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2019","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2020","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2021","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2022","Esquimalt, British Columbia, municipal [59005]","2021A002559005","Crime severity index","Index","160","units","0","v66457830","6.1","","..","","","2"
"2001","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","0.00","","","","2"
"2002","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","0.00","","","","2"
"2003","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","0.00","","","","2"
"2004","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","0.00","","","","2"
"2005","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","0.00","","","","2"
"2006","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","0.00","","","","2"
"2007","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","0.00","","","","2"
"2008","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","0.00","","","","2"
"2009","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","0.00","","","","2"
"2010","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2011","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2012","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2013","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2014","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2015","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2016","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2017","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2018","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2019","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2020","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2021","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2022","Klemtu, British Columbia, municipal [59006]","2021A002559006","Crime severity index","Index","160","units","0","v66457842","7.1","","..","","","2"
"2001","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","0.00","","","","2"
"2002","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","0.00","","","","2"
"2003","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","0.00","","","","2"
"2004","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","0.00","","","","2"
"2005","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","0.00","","","","2"
"2006","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2007","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2008","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2009","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2010","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2011","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2012","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2013","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2014","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2015","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2016","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2017","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2018","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2019","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2020","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2021","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2022","Lake Cowichan, British Columbia, municipal [59007]","2021A002559007","Crime severity index","Index","160","units","0","v66457854","8.1","","..","","","2"
"2001","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","0.00","","","","2"
"2002","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","0.00","","","","2"
"2003","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","0.00","","","","2"
"2004","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","0.00","","","","2"
"2005","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","0.00","","","","2"
"2006","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2007","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2008","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2009","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2010","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2011","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2012","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2013","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2014","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2015","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2016","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2017","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2018","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2019","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2020","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2021","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2022","Peachland, British Columbia, Royal Canadian Mounted Police, rural [59008]","2021A002559008","Crime severity index","Index","160","units","0","v66457866","9.1","","..","","","2"
"2001","Abbotsford, British Columbia, municipal [59009]","2021A002559009","Crime severity index","Index","160","units","0","v66457878","10.1","144.04","","","","2"
"2002","Abbotsford, British Columbia, municipal [59009]","2021A002559009","Crime severity index","Index","160","units","0","v66457878","10.1","154.38","","","","2"
"2003","Abbotsford, British Columbia, municipal [59009]","2021A002559009","Crime severity index","Index","160","units","0","v66457878","10.1","162.14","","","","2"
"2004","Abbotsford, British Columbia, municipal [59009]","2021A002559009","Crime severity index","Index","160","units","0","v66457878","10.1","162.22","","","","2"
"2005","Abbotsford, British Columbia, municipal [59009]","2021A002559009","Crime severity index","Index","160","units","0","v66457878","10.1","147.15","","","","2"
